Subiect  Stimul  Banda  Canal  PSD  SampEn  RMS  StdDev

1  18  Gamma  Cz 0.395 1.0781 6.1512 15.0094
1  18  Gamma  Fz 0.2139 1.6671 1.6018 3.8398
1  18  Gamma  FC1 0.1643 1.8198 1.2636 3.8943
1  18  Gamma  FC2 1.1087 1.5362 4.8042 11.83
1  18  Gamma  Fp1 5.5748 1.4177 11.2902 28.097
1  18  Gamma  Fp2 3.2515 1.5229 9.6568 23.5737
1  18  Gamma  F3 0.1723 1.5363 2.5868 6.314
1  18  Gamma  F4 0.2437 1.5241 2.8196 6.3477
1  18  Gamma  O1 0.0563 1.5359 1.9304 2.9049
1  18  Gamma  O2 0.4126 1.4816 3.3774 8.8463
1  18  Gamma  P7 1.8126 1.4108 5.9991 15.3896
1  18  Gamma  P8 1.1527 1.5447 6.1148 14.9451
1  18  Gamma  T7 4.054 1.5722 7.1973 18.0786
1  18  Gamma  T8 0.0979 1.5194 1.5415 4.0371

1  19  Alpha  Cz 63.6834 0.1931 30.5346 53.2637
1  19  Alpha  Fz 5.4383 1.0562 2.9643 5.7716
1  19  Alpha  FC1 4.9618 1.2947 2.0243 4.5157
1  19  Alpha  FC2 133.9565 0.8629 14.0446 23.5832
1  19  Alpha  Fp1 643.3408 0.7643 33.2847 55.3718
1  19  Alpha  Fp2 544.0699 0.7938 29.3667 48.9653
1  19  Alpha  F3 34.911 0.8689 7.3135 12.4383
1  19  Alpha  F4 27.9793 0.846 6.7419 11.3432
1  19  Alpha  O1 0.6861 1.0553 1.5517 3.4112
1  19  Alpha  O2 59.3783 0.7775 10.1042 16.9343
1  19  Alpha  P7 168.8403 0.7854 17.6759 29.504
1  19  Alpha  P8 225.5083 0.7796 18.5376 30.8612
1  19  Alpha  T7 270.804 0.7757 22.0233 36.1587
1  19  Alpha  T8 12.63 0.8506 4.6427 8.2686
1  19  Beta  Cz 2.9318 0.2894 26.9076 47.9998
1  19  Beta  Fz 0.7062 1.1426 2.8134 5.9326
1  19  Beta  FC1 0.361 1.6061 1.6388 4.0389
1  19  Beta  FC2 4.9734 1.0214 13.1886 23.5192
1  19  Beta  Fp1 26.0212 0.9005 31.1815 55.3875
1  19  Beta  Fp2 21.1104 0.9409 27.5416 48.9255
1  19  Beta  F3 1.3946 0.9899 6.8611 12.5871
1  19  Beta  F4 1.2038 0.9572 6.328 11.3572
1  19  Beta  O1 0.397 1.4488 1.0695 2.7289
1  19  Beta  O2 2.1228 0.9684 9.4557 16.8948
1  19  Beta  P7 7.858 0.9009 16.553 29.3013
1  19  Beta  P8 9.0688 0.8621 17.413 30.982
1  19  Beta  T7 13.034 0.9541 20.6575 36.1108
1  19  Beta  T8 1.8207 0.978 4.3488 8.1329
1  19  Gamma  Cz 1.3706 0.617 16.944 32.1657
1  19  Gamma  Fz 0.3816 1.4437 2.3061 5.139
1  19  Gamma  FC1 0.2558 1.8058 1.3407 3.819
1  19  Gamma  FC2 3.5449 1.2482 9.7517 19.9143
1  19  Gamma  Fp1 14.9709 1.1567 23.0151 46.548
1  19  Gamma  Fp2 12.608 1.1975 20.3482 41.2212
1  19  Gamma  F3 0.7752 1.2087 5.0693 10.5713
1  19  Gamma  F4 0.7854 1.2104 4.6759 9.6118
1  19  Gamma  O1 0.0856 1.5462 1.0757 2.699
1  19  Gamma  O2 1.4601 1.1865 6.9779 14.2286
1  19  Gamma  P7 3.7092 1.1572 12.2142 24.6792
1  19  Gamma  P8 5.0314 1.1842 12.8952 26.0354
1  19  Gamma  T7 5.7113 1.1966 15.2548 30.4145
1  19  Gamma  T8 0.2861 1.2881 3.2101 6.9193

1  20  Alpha  Cz 1.8365 0.1733 26.7979 40.5727
1  20  Alpha  Fz 1.2775 1.1757 2.0975 4.2122
1  20  Alpha  FC1 0.524 1.403 1.9809 4.0703
